Symbol,years,bh_cagr,bh_sharpe,bh_maxdd,sma_cagr,sma_sharpe,sma_maxdd,Company Name,Industry
KOTAKBANK,25.01574264202601,0.3085504884400416,0.4662448123319187,-0.8448391535014723,0.07233085018762275,0.2837424459612924,-0.971608327026678,Kotak Mahindra Bank Ltd.,Financial Services
GODFRYPHLP,26.510609171800137,0.183903945136503,0.42135791372247616,-0.7005726178223768,0.11112084839981828,0.28175522846506057,-0.6675415090104677,Godfrey Phillips India Ltd.,Fast Moving Consumer Goods
IOC,26.510609171800137,0.14038380211984047,0.2761205788921776,-0.8675067770161418,0.08101777699525914,0.28166133670275617,-0.9268983177929662,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels
DCMSHRIRAM,24.019164955509925,0.26070912765137155,0.3634540397848207,-0.9024471553993026,0.0023427461438318975,0.27717643512587725,-0.9884359326971509,DCM Shriram Ltd.,Diversified
CANBK,23.540041067761805,0.141905309264865,0.3183972959669109,-0.9132028219960563,0.13564030362168422,0.27701442759655015,-0.8552896841740937,Canara Bank,Financial Services
HEROMOTOCO,24.019164955509925,0.15879415185347834,0.43295599085043657,-0.5818001391909895,0.10364602296250491,0.2753941629040912,-0.5211819211221211,Hero MotoCorp Ltd.,Automobile and Auto Components
BANKINDIA,24.019164955509925,0.08446950509732165,0.27336692707690563,-0.9384754311163057,0.09735317958526024,0.261911520494052,-0.5962387123063162,Bank of India,Financial Services
GLAXO,24.019164955509925,0.13966428916830598,0.35827163810400514,-0.4986858148969874,0.10476033797615236,0.26072877943172756,-0.518698357448393,Glaxosmithkline Pharmaceuticals Ltd.,Healthcare
HDFCBANK,26.510609171800137,0.1978592166561255,0.5460647598386559,-0.5510598193381395,0.09958444703877989,0.26007532101751857,-0.47574725171263677,HDFC Bank Ltd.,Financial Services
CESC,24.019164955509925,0.2291055568484126,0.2915927713337576,-0.9251292413147583,0.18391157178956763,0.2596505991847444,-0.9227967622171058,CESC Ltd.,Power
COHANCE,6.329911019849418,0.16477010553402072,0.42385489135683746,-0.7902113595112648,0.09984005120641037,0.2593311635175202,-0.3687064755549079,Cohance Lifesciences Ltd.,Healthcare
CREDITACC,7.874058863791923,0.1796027764558894,0.45716925741451425,-0.6832391975461827,0.09829043415036565,0.25814981924165586,-0.4711129264387055,CreditAccess Grameen Ltd.,Financial Services
LEMONTREE,8.24640657084189,0.06121358619691364,0.20697908092177247,-0.8361774815863827,0.09708973381099861,0.25414703606221534,-0.4022321107713416,Lemon Tree Hotels Ltd.,Consumer Services
IRB,18.365503080082135,0.05755546938010503,0.23192640677734974,-0.8285068173666338,0.09486434828014234,0.2507275823551617,-0.7186278991534045,IRB Infrastructure Developers Ltd.,Construction
GAIL,26.510609171800137,0.15563999363243242,0.2991068491536274,-0.8153034125427316,0.1265989874855169,0.2505001798719605,-0.826802804225758,GAIL (India) Ltd.,Oil Gas & Consumable Fuels
RELIANCE,26.510609171800137,0.18826452026081864,0.35092930647449555,-0.7758979239658793,0.1162746941823849,0.2438076158433093,-0.7758979239658793,Reliance Industries Ltd.,Oil Gas & Consumable Fuels
HINDALCO,26.510609171800137,0.1136194709768572,0.3162398414561517,-0.8233913085599085,0.093513224806828,0.23827944593728373,-0.7232563736269106,Hindalco Industries Ltd.,Metals & Mining
EMAMILTD,19.928815879534564,0.1329476213803067,0.3574371945516879,-0.7615375711044725,0.0926264963345329,0.2356972007180392,-0.6960359068774074,Emami Ltd.,Fast Moving Consumer Goods
RBLBANK,9.850787132101301,0.022685768678671003,0.14439607098276572,-0.8885017859781612,0.09280495183124704,0.23557912254593796,-0.43406798074856423,RBL Bank Ltd.,Financial Services
IEX,8.706365503080082,0.10768417940063624,0.3000677968770692,-0.5895448564862946,0.08906642557975997,0.23269881396250153,-0.5117467578866777,Indian Energy Exchange Ltd.,Financial Services
BEL,24.019164955509925,0.26564400151627154,0.2358028841219951,-0.9763642996470346,0.26751505330511294,0.23217219746051054,-0.9736672672552977,Bharat Electronics Ltd.,Capital Goods
ADANIPORTS,18.611909650924023,0.13386484037007396,0.3652096171621316,-0.8021955651692564,0.08960178352229242,0.22969374958359623,-0.6609783845118773,Adani Ports and Special Economic Zone Ltd.,Services
NMDC,18.34633812457221,0.05339604792085728,0.1761045046734115,-0.8171441449822091,0.0903316158659826,0.22835014620934868,-0.5315861127104156,NMDC Ltd.,Metals & Mining
DRREDDY,26.510609171800137,0.12128833511512616,0.2745627983747941,-0.812546978017771,0.09354610736702251,0.22739459566389292,-0.809861800972687,Dr. Reddy's Laboratories Ltd.,Healthcare
INFY,26.510609171800137,0.10656600314498088,0.2896275302574746,-0.8299655327499638,0.0911915717935099,0.2267115024221527,-0.4393578847654017,Infosys Ltd.,Information Technology
GVT&D,23.904175222450377,0.3602121280815369,0.22163788692269842,-0.9001130404773783,0.42920932861612315,0.2234840881705029,-0.610628725086402,GE Vernova T&D India Ltd.,Capital Goods
BANKBARODA,24.019164955509925,0.15757428888314196,0.41263242732988564,-0.8332932763026173,0.0855217860481432,0.22062242652426414,-0.7257126785524051,Bank of Baroda,Financial Services
BPCL,26.510609171800137,0.16470070045123175,0.30775423289209886,-0.8943831634139292,0.05849200512759922,0.21786146914802834,-0.9148038610262273,Bharat Petroleum Corporation Ltd.,Oil Gas & Consumable Fuels
BAJFINANCE,24.019164955509925,0.38714053003563165,0.21945403705129518,-0.9983668895380945,0.29200001849791835,0.2145623598061298,-0.9963403392550256,Bajaj Finance Ltd.,Financial Services
PNBHOUSING,9.664613278576317,0.04247019207297953,0.18384532528416098,-0.9100493705239738,0.08418168405909787,0.21332978676736392,-0.5447393857916161,PNB Housing Finance Ltd.,Financial Services
SWANCORP,14.108145106091717,0.11188544632888364,0.3172896284359421,-0.6188002102679175,0.07830919054962449,0.21003204281166246,-0.6366990399587724,Swan Corp Ltd.,Chemicals
IDEA,19.33196440793977,-0.06483589267547574,0.06129779159158781,-0.9755966892178884,0.0781225197249451,0.20922365152811956,-0.6289787989962417,Vodafone Idea Ltd.,Telecommunication
JSWDULUX,24.019164955509925,0.1972614198409699,0.5634790471050714,-0.4547941346029498,0.08691098450067258,0.20833940157900907,-0.5267623458057542,JSW Dulux Ltd.,Consumer Durables
ABCAPITAL,8.848733744010952,0.05639640531803325,0.17061332518475683,-0.8225127395508223,0.08184697683648223,0.19630676476353665,-0.4518200356277249,Aditya Birla Capital Ltd.,Financial Services
NHPC,16.84873374401095,0.09111117435217997,0.2386148050523024,-0.5507218037216032,0.08262852363629913,0.19575352991574088,-0.5230568137114109,NHPC Ltd.,Power
GICRE,8.700889801505818,-0.004043992328884194,0.05282450089402047,-0.7873798909620247,0.07494561738493721,0.19462853743886935,-0.4585420879784039,General Insurance Corporation of India,Financial Services
UCOBANK,22.746064339493497,0.029823991905916003,0.147609651223693,-0.9334108551863257,0.07727474937762602,0.19255618143557643,-0.8487421197496,UCO Bank,Financial Services
JUBLFOOD,16.410677618069816,0.19377514196573076,0.49634046580935653,-0.5931482656159964,0.07859136922136312,0.19031949521815839,-0.5572739913213327,Jubilant Foodworks Ltd.,Consumer Services
